48.511286,-71.650622,
48.511288,-71.650622,
48.511288,-71.650622,
48.511289,-71.650621,
48.514476,-71.635713,
48.514476,-71.635713,
48.514477,-71.635713,
48.514476,-71.635713,
48.514473,-71.635712,
48.514476,-71.635712,
48.514476,-71.635712,
48.514473,-71.635712,
48.514476,-71.635712,
48.514473,-71.635712,
48.514477,-71.635711,
48.517511,-71.634586,
48.517511,-71.634586,
48.517512,-71.634586,
48.517514,-71.634586,
48.517514,-71.634586,
48.517515,-71.634586,
48.517514,-71.634586,
48.517515,-71.634586,
48.517513,-71.634586,
48.517511,-71.634586,
48.517512,-71.634586,
48.517514,-71.634586,
48.517441,-71.634303,
48.51744,-71.634303,
48.517441,-71.634303,
48.51744,-71.634302,
48.517441,-71.634302,
48.51744,-71.634302,
48.517439,-71.634302,
48.514403,-71.635543,
48.514368,-71.635323,
48.514367,-71.635323,
48.514367,-71.635323,
48.514367,-71.635323,
48.514366,-71.635323,
48.514364,-71.635323,
48.514365,-71.635323,
48.514365,-71.635323,
48.514367,-71.635322,
48.517364,-71.6338,
48.517367,-71.633799,
48.517363,-71.633799,
48.517364,-71.633799,
48.517366,-71.633799,
48.517364,-71.633799,
48.517367,-71.633799,
48.517363,-71.633799,
48.517363,-71.633799,
48.517364,-71.633799,
48.517366,-71.633799,
48.517364,-71.633799,
48.517364,-71.633799,
48.517366,-71.633799,
48.517366,-71.633798,
48.517366,-71.633798,
48.517366,-71.633798,
48.517367,-71.633798,
48.514337,-71.635141,
48.514336,-71.63514,
48.514336,-71.63514,
48.514336,-71.63514,
48.514336,-71.63514,
48.514337,-71.63514,
48.514337,-71.63514,
48.514337,-71.63514,
48.514339,-71.63514,
48.514339,-71.63514,
48.514303,-71.634904,
48.514303,-71.634904,
48.514301,-71.634904,
48.5143,-71.634904,
48.517337,-71.633564,
48.517337,-71.633563,
48.517337,-71.633563,
48.517337,-71.633563,
48.517337,-71.633563,
48.517335,-71.633563,
48.517337,-71.633563,
48.517337,-71.633563,
48.517338,-71.633562,
48.517334,-71.633562,
48.517704,-71.633339,
48.517704,-71.633339,
48.517704,-71.633339,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517703,-71.633338,
48.517702,-71.633338,
48.517703,-71.633338,
48.517702,-71.633338,
48.517703,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517703,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517704,-71.633338,
48.517705,-71.633338,
48.517705,-71.633338,
48.517705,-71.633338,
48.517706,-71.633338,
48.517705,-71.633338,
48.517704,-71.633338,
48.517705,-71.633338,
48.517705,-71.633338,
48.517705,-71.633338,
48.517705,-71.633338,
48.517702,-71.633338,
48.517703,-71.633338,
48.517703,-71.633338,
48.517704,-71.633337,
48.517703,-71.633337,
48.517704,-71.633337,
48.517705,-71.633338,
48.517703,-71.633337,
48.517704,-71.633337,
48.517705,-71.633337,
48.517703,-71.633337,
48.517705,-71.633337,
48.517705,-71.633337,
48.517705,-71.633337,
48.517704,-71.633337,
48.517705,-71.633337,
48.517703,-71.633337,
48.517705,-71.633337,
48.517704,-71.633337,
48.517704,-71.633337,
48.517703,-71.633337,
48.517706,-71.633337,
48.517704,-71.633337,
48.517705,-71.633337,
48.517705,-71.633337,
48.517705,-71.633337,
48.517706,-71.633337,
48.517705,-71.633337,
48.514264,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514264,-71.634668,
48.514264,-71.634668,
48.514264,-71.634668,
48.514264,-71.634668,
48.514265,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514268,-71.634668,
48.514264,-71.634668,
48.514265,-71.634668,
48.514264,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514267,-71.634668,
48.514268,-71.634668,
48.514266,-71.634668,
48.514268,-71.634668,
48.514266,-71.634668,
48.514266,-71.634668,
48.514267,-71.634668,
48.514224,-71.634455,
48.514225,-71.634454,
48.514225,-71.634454,
48.514224,-71.634454,
48.514224,-71.634454,
48.514222,-71.634454,
48.514225,-71.634454,
48.514225,-71.634454,
48.514222,-71.634453,
48.514223,-71.634453,
48.517279,-71.633081,
48.517279,-71.633081,
48.517279,-71.633081,
48.51728,-71.633081,
48.517279,-71.633081,
48.517281,-71.63308,
48.517281,-71.63308,
48.517281,-71.63308,
48.517279,-71.63308,
48.51728,-71.63308,
48.51728,-71.63308,
48.51728,-71.63308,
48.517279,-71.63308,
48.517279,-71.63308,
48.51728,-71.63308,
48.51728,-71.63308,
48.517279,-71.63308,
48.517279,-71.63308,
48.517279,-71.63308,
48.51728,-71.63308,
48.51728,-71.63308,
48.517278,-71.63308,
48.517279,-71.63308,
48.517282,-71.63308,
48.517281,-71.63308,
48.517282,-71.63308,
48.517282,-71.63308,
48.51728,-71.63308,
48.51728,-71.63308,
48.517279,-71.63308,
48.517279,-71.63308,
48.517278,-71.63308,
48.517279,-71.63308,
48.51728,-71.63308,
48.517279,-71.63308,
48.517279,-71.63308,
48.517278,-71.63308,
48.517279,-71.63308,
48.517281,-71.63308,
48.51728,-71.63308,
48.51728,-71.63308,
48.51728,-71.63308,
48.517281,-71.63308,
48.517281,-71.63308,
48.517281,-71.63308,
48.517282,-71.63308,
48.517379,-71.632824,
48.517379,-71.632823,
48.517379,-71.632823,
48.517379,-71.632823,
48.517377,-71.632823,
48.517377,-71.632823,
48.517377,-71.632823,
48.517379,-71.632822,
48.517378,-71.632822,
48.517378,-71.632822,
48.514188,-71.634251,
48.514188,-71.63425,
48.514188,-71.63425,
48.514186,-71.63425,
48.514188,-71.63425,
48.514188,-71.63425,
48.514187,-71.63425,
48.514145,-71.634058,
48.514145,-71.634058,
48.514145,-71.634058,
48.514146,-71.634058,
48.514144,-71.634058,
48.514147,-71.634058,
48.514144,-71.634058,
48.514145,-71.634058,
48.514145,-71.634058,
48.514147,-71.634057,
48.514143,-71.634057,
48.514147,-71.634057,
48.514146,-71.634057,
48.514146,-71.634057,
48.514147,-71.634057,
48.514144,-71.634057,
48.514143,-71.634057,
48.514146,-71.634057,
48.514145,-71.634057,
48.514144,-71.634057,
48.514146,-71.634057,
48.517331,-71.632619,
48.517302,-71.632405,
48.517302,-71.632404,
48.5173,-71.632404,
48.5173,-71.632404,
48.517301,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517303,-71.632404,
48.517303,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.5173,-71.632404,
48.517299,-71.632404,
48.517303,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517301,-71.632404,
48.5173,-71.632404,
48.5173,-71.632404,
48.5173,-71.632404,
48.517301,-71.632404,
48.517299,-71.632404,
48.517302,-71.632404,
48.517303,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.5173,-71.632404,
48.5173,-71.632404,
48.5173,-71.632404,
48.517299,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517301,-71.632404,
48.517301,-71.632404,
48.517301,-71.632404,
48.517301,-71.632404,
48.517302,-71.632404,
48.517302,-71.632404,
48.517303,-71.632404,
